json_index,sleutelfiguur,rol,zin,crypto_relevant,reden,tags,betrouwbaarheid,rechtmatigheid,overtuigend
1,sleutelfiguur_1,rechter,Versleutelde communicatie via Encrochat en Sky-ECC heeft bijgedragen aan het bewijs tegen de verdachten in deze zaak door het verstrekken van cruciale informatie over de activiteiten en betrokkenheid van de verdachten bij de criminele organisatie.,Ja,De rechter acht de versleutelde communicatie als cruciaal bewijs dat de betrokkenheid van de verdachten bij de criminele organisatie aantoont.,"cruciaal bewijs, versleutelde communicatie, betrokkenheid verdachten, criminele organisatie, Encrochat en Sky-ECC",ja,nvt,ja
1,sleutelfiguur_1,rechter,De rol van versleutelde communicatie heeft geleid tot het oordeel van de rechter dat de verdediging inzage moet krijgen in de dataset van de aan de verdachte toegeschreven PGP-accounts.,Ja,De rechter vindt dat de versleutelde communicatie mogelijk cruciale informatie bevat die relevant is voor de zaak en dat de verdediging deze moet kunnen inzien voor een eerlijk proces.,"toegang tot bewijs, eerlijk proces, cruciale informatie, inzage dataset, PGP-accounts",nvt,ja,nvt
1,sleutelfiguur_1,de rechtbank,"De rechtbank heeft geconcludeerd dat er sprake was van een nauwe samenwerking tussen de daders, wat blijkt uit de vastgestelde feiten en de inhoud van de ennetcom berichten.",Ja,"De rechtbank baseert haar oordeel mede op de inhoud van de versleutelde ennetcom berichten, die inzicht geven in de samenwerking en planning van de moorden.","nauwe samenwerking, versleutelde communicatie, ennetcom berichten, planning moorden, bewijsvoering",ja,ja,ja
1,sleutelfiguur_1,rechter,"De rechtbank heeft voorlopig geoordeeld dat het onderzoek dat heeft geleid tot de verkregen resultaten betrouwbaar is, tenzij er concrete aanwijzingen voor het tegendeel bestaan.",Ja,"De rechtbank vertrouwt op de betrouwbaarheid van het onderzoek uitgevoerd door de Franse autoriteiten, tenzij er tegenbewijs is.","vertrouwensbeginsel, buitenlandse autoriteiten, voorlopig oordeel, betrouwbaarheid, concrete aanwijzingen",ja,nvt,nvt
1,sleutelfiguur_1,de rechtbank,De rechtbank heeft geoordeeld dat de data rechtmatig zijn verkregen en heeft de verweren van de raadsman verworpen. De identificatie van de verdachte en medeverdachten als gebruikers van de encrochataccounts werd betrouwbaar en bruikbaar geacht.,Ja,"De rechtbank acht de encrochatberichten rechtmatig verkregen en betrouwbaar als bewijs, mede door het interstatelijk vertrouwensbeginsel.","rechtmatigheid, betrouwbaarheid, interstatelijk vertrouwensbeginsel, identificatie gebruikers, verwerping verweren",ja,ja,nvt
1,sleutelfiguur_1,de rechtbank,"Uiteindelijk heeft de rechtbank alle argumenten en eisen afgewogen en is tot het oordeel gekomen dat een gevangenisstraf van 48 maanden passend was gezien de ernst van de misdrijven. Daarnaast zijn bepaalde voorwerpen en geldbedragen verbeurd verklaard, aangezien zij direct gerelateerd waren aan de bewezen verklaarde feiten.",Ja,"De rechtbank heeft het bewijs uit versleutelde communicatie, zoals EncroChat, meegenomen in de overwegingen voor de strafmaat en verbeurdverklaring.","versleutelde communicatie, bewijswaarde, strafmaat, verbeurdverklaring, directe relatie",ja,ja,ja
1,sleutelfiguur_1,rechter,Al met al heeft de rechter nog geen definitief standpunt ingenomen over het gevonden bewijs en de rechtmatigheid van het gebruik van ennetcom-data in deze strafzaak.,Ja,De rechter moet beslissen over de rechtmatigheid en het gebruik van de versleutelde ennetcom-data als bewijs in de strafzaak.,"beslissing open, rechtmatigheid beoordelen, bewijsuitsluiting overwegen, vormverzuim evalueren, rechten verdachte",nvt,nvt,nvt
1,sleutelfiguur_1,de rechtbank,"Versleutelde communicatie, zoals het gebruik van aliassen en specifieke accounts, heeft bijgedragen aan het bewijs in deze zaak.",Ja,De rechtbank erkent dat de versleutelde communicatie heeft bijgedragen aan het bewijs tegen de verdachte.,"versleutelde communicatie, aliassen, specifieke accounts, bewijsbijdrage, betrokkenheid verdachte",ja,nvt,ja
1,sleutelfiguur_1,de rechtbank,"De rechtbank heeft vastgesteld dat er verschillende bewijsmiddelen zijn gebruikt in deze zaak, waaronder berichten verstuurd via beveiligde communicatiediensten zoals EncroChat en Sky ECC.",Ja,De rechtbank erkent de rol van versleutelde communicatie als cruciaal bewijs voor de samenwerking tussen verdachten.,"versleutelde communicatie, cruciaal bewijs, nauwe samenwerking, organisatorische rol, rechtbank oordeel",ja,ja,ja
1,sleutelfiguur_1,rechter,"De rechter heeft geoordeeld dat de communicatie via de Anøm-cryptotelefoons en het bewijsmateriaal dat daaruit voortkwam, rechtmatig zijn verkregen en verwerkt.",Ja,"De rechter heeft vastgesteld dat het gebruik van de Anøm-data in overeenstemming is met het recht op een eerlijk proces, ondanks de bezwaren van de verdediging.","rechtmatig verkregen, eerlijk proces, Anøm-data, bewijsmateriaal, rechterlijke toetsing",nvt,ja,nvt
1,sleutelfiguur_1,de rechtbank,"De rechtbank heeft geoordeeld dat de interceptie van de encrochat-data heeft plaatsgevonden door de Franse autoriteiten, met machtiging van de Franse rechter, en dat de Nederlandse rechter mag vertrouwen op de rechtmatigheid van deze interceptie.",Ja,De rechtbank vindt dat de encrochat-data rechtmatig zijn verkregen en dat er geen inbreuk is gemaakt op het recht van de verdachte op een eerlijk proces.,"rechtmatigheid van interceptie, vertrouwen op buitenlandse autoriteiten, gebruik van encrochat-data, proportionaliteit van inbreuk, verwerping van verweren",ja,ja,ja
1,sleutelfiguur_1,de rechtbank,De rechtbank oordeelde dat het verzoek om ongeclausuleerde toestemming te geven voor het doorzoeken van de inhoud van het berichtenverkeer van alle gebruikers van Sky ECC te ver zou gaan.,Ja,De rechtbank vond dat het verzoek om alle berichtenverkeer van Sky ECC-gebruikers te doorzoeken niet voldeed aan de wettelijke vereisten en dat er specifieke toestemming nodig was.,"ongeclausuleerde toestemming, wettelijke vereisten, specifieke toestemming, Sky ECC gebruikers, berichtenverkeer doorzoeken",nvt,nee,nvt
1,sleutelfiguur_1,de rechtbank,De rechtbank heeft geoordeeld dat het gebruik van encrochat- en sky-ecc-gegevens als bewijs rechtmatig is en dat er geen sprake is van vormverzuimen.,Ja,"De rechtbank acht de gegevens rechtmatig verkregen en gebruikt, en ziet geen vormverzuimen, waardoor de gegevens als bewijs kunnen dienen.","rechtmatigheid bevestigd, vormverzuimen afwezig, gebruik als bewijs toegestaan, privacy-inbreuk gering, interstatelijk vertrouwensbeginsel",nvt,ja,nvt
1,sleutelfiguur_1,de rechtbank,Het oordeel van de rechter over het gebruik van encrochat-data als bewijs in een strafzaak is dat de data uitgesloten moeten worden van het bewijs.,Ja,De rechtbank heeft geoordeeld dat de encrochat-data uitgesloten moeten worden van het bewijs vanwege onrechtmatigheden in de verkrijging en het gebruik ervan.,"uitsluiting bewijs, onrechtmatigheid, verkrijging data, gebruik data, rechtbank oordeel",ja,nee,nvt
1,sleutelfiguur_1,de rechtbank,"De rechtbank heeft geoordeeld dat het bewijsmateriaal, waaronder de encrochat-berichten, rechtmatig is verkregen en dat de verdachte schuldig is bevonden aan de tenlastegelegde feiten in het opsporingsonderzoek Morris.",Ja,De rechtbank heeft vastgesteld dat de encrochat-berichten rechtmatig zijn verkregen en dat er geen sprake is van vormverzuim of onrechtmatig handelen.,"rechtmatig verkregen, geen vormverzuim, internationaal vertrouwensbeginsel, JIT-overeenkomst, bewijsrechtelijk relevant",ja,ja,ja
1,sleutelfiguur_1,rechter,"Het standpunt van de rechter met betrekking tot de juridische grondslag van de doorzoeking van versleutelde communicatie, zoals ennetcom-data en pgp-safe data, in deze zaak is dat de juridische grondslag van deze doorzoekingen het centrale vraagstuk vormt.",Ja,"De rechter moet beslissen over de rechtmatigheid van het doorzoeken van versleutelde communicatiegegevens, wat een nieuw juridisch terrein betreft zonder specifieke wettelijke bepalingen.","juridische grondslag, rechtmatigheid, versleutelde communicatie, nieuw juridisch terrein, rechterlijke beoordeling",nvt,nvt,nvt
1,sleutelfiguur_1,de rechtbank,De rechtbank heeft geoordeeld dat de encrochat-data als bewijs kunnen worden gebruikt en heeft de verweren van de verdediging verworpen.,Ja,"De rechtbank oordeelt dat de encrochat-data rechtmatig zijn verkregen en verwerkt, en dat er geen inbreuk is gemaakt op het recht van de verdachte op een eerlijk proces.","rechtmatigheid bevestigd, bewijs toegelaten, verweren verworpen, vertrouwen in buitenlandse autoriteiten, EVRM artikel 6 gerespecteerd",ja,ja,ja
1,sleutelfiguur_1,rechter,"De raadsheer, die een onpartijdige partij is die het bewijs beoordeelt en de wet interpreteert, lijkt in de gegeven context terughoudend te zijn over het gebruik van mensenrechten als argument tegen het gebruik van EncroChat.",Ja,De raadsheer beoordeelt de rechtmatigheid van het gebruik van EncroChat-gegevens en lijkt terughoudend te zijn over de relevantie van mensenrechten in deze context.,"rechtmatigheid, beoordeling, mensenrechten, terughoudendheid, bewijsinterpretatie",nvt,ja,nvt
1,sleutelfiguur_1,de rechtbank,De rechtbank oordeelde dat de encrochatdata rechtmatig waren verkregen en gebruikt in het onderzoek.,Ja,"De rechtbank vond dat de encrochatdata rechtmatig waren verkregen en gebruikt, ondanks de inbreuk op privacy, omdat de belangenafweging en inkadering door de rechter-commissaris adequaat waren.","rechtmatig verkregen, privacy inbreuk, belangenafweging, rechter-commissaris, gebruik in veroordeling",ja,ja,ja
1,sleutelfiguur_1,de rechtbank,"De rechtbank heeft vastgesteld dat de verdachte zeggenschap had over het drugslab en de laboranten op basis van verschillende elementen uit het onderzoek. Zo noemde de verdachte het drugslab zelf 'zijn lab', wat duidt op een vorm van eigendom of controle. Hoewel er geen directe communicatie tussen de laboranten en de verdachte in het dossier te vinden was, bleek uit andere zaaksdossiers dat de verdachte via Encrochat communiceerde met de laboranten die in de drugslabs werkzaam waren.",Ja,"De rechtbank baseert haar oordeel mede op de versleutelde communicatie via Encrochat, die de betrokkenheid van de verdachte bij het drugslab aantoont.","zeggenschap, versleutelde communicatie, Encrochat, eigendom, controle",ja,nvt,ja
1,sleutelfiguur_1,de rechtbank,Het standpunt van de rechter over de rechtmatigheid van het gevonden bewijs met betrekking tot de encrochat-communicatie in de zaak 26lemont is dat het internationale vertrouwensbeginsel van toepassing is.,Ja,"De rechtbank vertrouwt erop dat de encrochat-communicatie rechtmatig in Frankrijk is verkregen, tenzij er een flagrante schending van fundamentele rechten is.","internationaal vertrouwensbeginsel, rechtmatigheid, EVRM, buitenlands onderzoek, fundamentele rechten",nvt,ja,nvt
1,sleutelfiguur_1,de rechtbank,"De rechtbank heeft geoordeeld dat de inhoud van de encrochat gesprekken, de aanwijzingen naar de verdachte als de dief, het bezit van zijn rijbewijsfoto en de bedreigingen richting de verdachte en zijn familie voldoende bewijs vormden dat hij betrokken was bij het voorhanden hebben van de cocaïne.",Ja,De rechtbank baseert haar oordeel op de inhoud van de versleutelde encrochat gesprekken die concrete aanwijzingen gaven over de betrokkenheid van de verdachte.,"encrochat bewijs, betrokkenheid verdachte, rijbewijsfoto, bedreigingen, concrete aanwijzingen",ja,nvt,ja
1,sleutelfiguur_1,rechter,"Het oordeel van de rechter over het gevonden bewijs met betrekking tot het tenlastegelegde medeplegen en gewoontewitwassen is dat het medeplegen bewezen kan worden. Uit de pgp-berichten blijkt dat er sprake was van een zeer nauwe en bewuste samenwerking tussen de verdachte en medeverdachte 3, evenals andere pgp-gebruikers.",Ja,"De rechter baseert zijn oordeel op de inhoud van de pgp-berichten, die een nauwe samenwerking aantonen tussen de verdachte en medeverdachte 3.","nauwe samenwerking, pgp-berichten, coördinerende rol, illegale transacties, gewoontewitwassen",ja,nvt,ja
1,sleutelfiguur_1,de rechtbank,De rechtbank heeft geoordeeld dat de feiten en omstandigheden voldoende zijn verantwoord en dat er sprake was van een bewuste en nauwe samenwerking tussen de verdachte en [naam 3].,Ja,"De rechtbank baseert haar oordeel op de versleutelde communicatie tussen de verdachte en [naam 3], die concrete plannen voor de moord bevatten.","bewuste samenwerking, nauwe samenwerking, concrete plannen, versleutelde communicatie, bewijsvoering",ja,nvt,ja
1,sleutelfiguur_1,de rechtbank,Het oordeel van de rechtbank over het gebruik van versleutelde communicatie via Sky ECC als bewijs in de strafzaak was dat de Sky ECC-data wel degelijk konden worden gebruikt voor het bewijs.,Ja,De rechtbank oordeelde dat de Sky ECC-data cruciaal waren voor het bewijs van de voorbereidingshandelingen voor de drugssmokkel.,"gebruik van Sky ECC-data, bewijsvoering, voorbereidingshandelingen, drugssmokkel, rechtmatigheid",ja,ja,ja
1,sleutelfiguur_1,de rechtbank,"De rechtbank heeft het verweer van de verdediging verworpen op basis van het feit dat de verdediging geen objectieve, betrouwbare en nauwkeurige gegevens heeft verstrekt om aan te tonen dat er een reëel gevaar bestaat voor een schending van het recht op een eerlijk proces in het Verenigd Koninkrijk.",Ja,De rechtbank vindt dat er geen voldoende bewijs is geleverd door de verdediging om aan te tonen dat het gebruik van encrochat-data een schending van het recht op een eerlijk proces oplevert.,"verwerping verweer, gebrek aan bewijs, recht op eerlijk proces, encrochat-data, geen vragen aan VK",nee,nvt,nee
1,sleutelfiguur_1,het hof,"Het hof heeft geoordeeld dat de encrochat-berichten als bewijsmiddel kunnen worden gebruikt om de verdachte te koppelen aan de encrochat-accounts ""account 1"" en ""account 2"" en aan de criminele activiteiten die daarmee verband houden.",Ja,"Het hof acht de encrochat-berichten relevant en rechtmatig verkregen, en ziet deze als voldoende bewijs om de verdachte aan de accounts en criminele activiteiten te koppelen.","encrochat-berichten, koppeling verdachte, rechtmatig verkregen, voldoende bewijs, criminele activiteiten",ja,ja,ja
1,sleutelfiguur_1,de rechtbank,De rechtbank heeft geoordeeld dat het bewijsmateriaal afkomstig van anøm -toestellen rechtmatig is verwerkt.,Ja,"De rechtbank heeft vastgesteld dat de verkrijging van het bewijsmateriaal rechtmatig was, ondanks dat de Verenigde Staten niet zijn toegetreden tot het EVRM.","rechtmatigheid bevestigd, Hoge Raad kader, Amerikaanse autoriteiten, geen rechter-commissaris nodig, verkrijging rechtmatig",ja,ja,nvt
1,sleutelfiguur_1,de rechtbank,De rechtbank heeft vastgesteld dat verdachte betrokken was bij de voorbereidingshandelingen en de productie van amfetamine en bmk in drugslabs in België en Nederland. Dit is bewezen door het gebruik van pgp-telefoons en accounts bij Sky-ECC en Anom.,Ja,"De rechtbank baseert haar oordeel op het bewijs dat afkomstig is van versleutelde communicatie via Sky-ECC en Anom, wat cruciaal was voor het vaststellen van de betrokkenheid van de verdachte.","versleutelde communicatie, Sky-ECC, Anom, betrokkenheid verdachte, bewijsvoering",ja,ja,ja
1,sleutelfiguur_1,rechter,De rechter oordeelde dat het belang van het verkrijgen van de Ennetcom-data als bewijs zwaarder woog dan de privacybelangen van de verdachten.,Ja,De rechter vond dat het belang van het strafrechtelijk onderzoek en het oplossen van de liquidaties in het criminele milieu prevaleerde boven de privacykwesties.,"belang strafrechtelijk onderzoek, privacybelangen verdachten, oplossen liquidaties, afweging belangen, toestaan bewijs",nvt,ja,nvt
1,sleutelfiguur_1,de rechtbank,De rechtbank oordeelde dat de ennetcom-berichten als andere geschriften konden worden aangemerkt en alleen voor het bewijs konden worden gebruikt in verband met andere bewijsmiddelen.,Ja,"De rechtbank vond de ennetcom-berichten betrouwbaar en relevant, maar alleen in samenhang met andere bewijsmiddelen.","andere geschriften, samenhang met ander bewijs, betrouwbaarheid, relevantie, interpretatiebeperking",ja,nvt,ja
1,sleutelfiguur_1,de rechtbank,"De rechtbank heeft dit medeplegen bewezen verklaard op basis van verschillende bewijsmiddelen, waaronder de teruggeplaatste monster van de heroïne en de aangetroffen communicatie op de telefoons van de verdachte en zijn medeverdachten.",Ja,De rechtbank heeft de versleutelde communicatie op de telefoons van de verdachte en zijn medeverdachten als bewijs gebruikt om medeplegen te bewijzen.,"versleutelde communicatie, bewijs van medeplegen, telefoongegevens, criminele betrokkenheid, drugstransport",ja,ja,ja
1,sleutelfiguur_1,rechter,Het oordeel van de rechter in deze specifieke zaak was dat de betrokkenheid van de opgeëiste persoon niet kon worden vastgesteld vanwege het gebrek aan concrete onderbouwing van de link tussen de opgeëiste persoon en het specifieke EncroChat-account in het dossier.,Ja,"De rechter vond dat er onvoldoende bewijs was om de identiteit van de opgeëiste persoon te koppelen aan het EncroChat-account, wat essentieel was voor de zaak.","gebrek aan bewijs, identiteitsvaststelling, EncroChat-account, cruciale tekortkoming, overlevering geweigerd",nee,nvt,nee
1,sleutelfiguur_1,rechter,"Het gebruik van versleutelde communicatie, met name pgp-telefoons, heeft bijgedragen aan het bewijs in de zaak doordat uit het onderzoek is gebleken dat de verdachten onderlinge communicatie geheim wilden houden en gebruik maakten van versleutelde berichtenverkeer.",Ja,De rechter oordeelt dat de versleutelde communicatie via pgp-telefoons een cruciale rol speelde in het bewijs dat de verdachte schuldig is aan criminele activiteiten.,"versleutelde communicatie, cruciaal bewijs, geheime communicatie, criminele activiteiten, pgp-telefoons",ja,ja,ja
1,sleutelfiguur_1,de rechtbank,"De rechtbank oordeelde dat de verdediging niet concreet had onderbouwd waarom deze stukken van belang waren voor de beantwoording van de vragen van artikel 348 en 350 Sv, en daarom werden de verzoeken afgewezen.",Ja,De rechtbank vond dat de verdediging niet voldoende had aangetoond waarom de crypto-data relevant was voor de zaak.,"gebrek aan onderbouwing, afwijzing verzoeken, relevantie crypto-data, beantwoording artikel 348 en 350 Sv, beschikbare informatie",nvt,nvt,nee
1,sleutelfiguur_1,de rechtbank,"De rechtbank heeft geoordeeld dat de verdachte werd vrijgesproken van deelname aan een criminele organisatie, maar schuldig werd bevonden aan valsheid in geschrifte.",Nee,Het oordeel van de rechtbank was gebaseerd op het opmaken van valse facturen en niet op versleutelde communicatie.,"valsheid in geschrifte, vrijspraak criminele organisatie, focus op facturen, geen crypto-bewijs, oordeel rechtbank",ja,ja,ja
1,sleutelfiguur_1,de rechtbank,De rechtbank oordeelde dat het noodzakelijk was om de tegencontacten als getuigen te horen om de waarheidsvinding te dienen en de verdediging de kans te geven de alternatieve lezing van de verdachte te toetsen.,Ja,De rechtbank vond het essentieel om de tegencontacten te horen vanwege de rol van versleutelde communicatie in het bewijs tegen de verdachte en om de alternatieve lezing van de verdachte te toetsen.,"waarheidsvinding, alternatieve lezing, getuigen horen, versleutelde communicatie, verdedigingsbelang",nvt,nvt,nvt
1,sleutelfiguur_1,de rechtbank,De rechtbank oordeelde dat er geen sprake was van vormverzuimen en dat de Skyecc-gegevens rechtmatig konden worden gebruikt als bewijs.,Ja,De rechtbank vond dat de Skyecc-gegevens rechtmatig waren verkregen en dat er geen vormverzuimen waren die tot bewijsuitsluiting zouden moeten leiden.,"rechtmatig verkregen, vormverzuimen afwezig, gebruik als bewijs, interstatelijk vertrouwensbeginsel, samenwerking Frankrijk-Nederland",ja,ja,nvt
1,sleutelfiguur_1,de rechtbank,"De rechtbank oordeelde dat de wijze waarop de encrochat-data waren verkregen, geanalyseerd en gebruikt niet in strijd was met het EVRM of het nationale recht.",Ja,"De rechtbank vond dat de encrochat-data rechtmatig en betrouwbaar waren, en dat ze als bewijs konden worden gebruikt.","rechtmatigheid bevestigd, betrouwbaarheid ondersteund, gebruik als bewijs toegestaan, geen vormverzuim, consistentie van communicatie",ja,ja,ja
1,sleutelfiguur_1,de rechtbank,De rechtbank heeft geoordeeld dat het gebruik van encrochat- en skyecc-gegevens als bewijs in strafzaken rechtmatig is.,Ja,"De rechtbank acht het gebruik van de versleutelde communicatiegegevens rechtmatig omdat het niet in strijd is met het EVRM, het Handvest, het Unierecht of het nationale recht.","rechtmatigheid bevestigd, gebruik toegestaan, geen strijd met EVRM, privacy inbreuk gering, ernst strafbare feiten",ja,ja,ja
1,sleutelfiguur_1,rechter,"De rechter baseerde dit oordeel op verschillende bewijsmiddelen, waaronder de inhoud van Encrochat-berichten, taalgebruik, locatiegegevens, afgeluisterde telefoongesprekken, observaties, foto's, in beslag genomen goederen en verklaringen van medeverdachten.",Ja,De rechter vond de Encrochat-berichten overtuigend en betrouwbaar genoeg om de betrokkenheid van de verdachte bij de criminele organisatie aan te tonen.,"Encrochat-bewijs, betrokkenheid verdachte, criminele organisatie, overtuigend bewijs, versleutelde communicatie",ja,nvt,ja
1,sleutelfiguur_1,de rechtbank,De rechtbank oordeelde dat de verdachte een belangrijke schakel was tussen de organisator en de uitvoerders en dat hij intensief betrokken was bij de voorbereiding van de moord.,Ja,De rechtbank beschouwde de versleutelde communicatie via het Sky-account als cruciaal bewijs voor de betrokkenheid van de verdachte bij de voorbereiding van de moord.,"cruciaal bewijs, betrokkenheid verdachte, voorbereiding moord, Sky-account, intensieve betrokkenheid",ja,nvt,ja
1,sleutelfiguur_1,de rechtbank,"De rechtbank heeft vastgesteld dat de verdenking jegens de verdachte voornamelijk gebaseerd was op de sky-berichten waaraan het sky-id [account 1] heeft deelgenomen. De rechtbank heeft echter ook benadrukt dat er objectief steunbewijs ontbrak, zoals observaties of aangetroffen verdovende middelen, waardoor kritisch naar de inhoud van de sky-berichten moest worden gekeken.",Ja,"De rechtbank erkent het belang van de sky-berichten als bewijs, maar wijst op het ontbreken van aanvullend steunbewijs, waardoor de inhoud van de berichten kritisch moet worden beoordeeld.","kritische beoordeling, ontbreken steunbewijs, belang sky-berichten, veroordeling op basis van berichten, ontbreken observaties",ja,ja,ja
1,sleutelfiguur_1,de rechtbank,"De rechtbank heeft geoordeeld dat de pgp-berichten, in onderlinge samenhang bezien, het wettig en overtuigend bewijs leveren dat de verdachte betrokken was bij de drugshandel.",Ja,"De rechtbank acht de pgp-berichten afkomstig van het pgp-adres [j**] uit Ennetcom-data als zeer concreet en specifiek, waardoor ze als wettig en overtuigend bewijs worden beschouwd.","wettig bewijs, overtuigend bewijs, concrete inhoud, specifieke details, betrokkenheid verdachte",ja,ja,ja
1,sleutelfiguur_1,de rechtbank,"Wat betreft de voorwerpen die de verdachte in zijn bezit had, zoals wapens, documenten met informatie over de genoemde personen en een pgp-telefoon, oordeelde de rechtbank dat deze voorwerpen dienstig waren voor het misdadige doel dat de verdachte voor ogen had. Met name de pgp-telefoon werd als relevant beschouwd, omdat hiermee op heimelijke wijze gecommuniceerd kon worden om het misdadige doel, namelijk de ontvoering van bepaalde personen, te verwezenlijken.",Ja,De rechtbank beschouwde de pgp-telefoon als een cruciaal instrument voor het misdadige doel vanwege de mogelijkheid tot geheime communicatie.,"pgp-telefoon, geheime communicatie, misdadig doel, ontvoering, voorbereidingshandelingen",ja,ja,ja
1,sleutelfiguur_1,rechter,"De rechter heeft geoordeeld dat de ennetcom data bruikbaar zijn als bewijs in de strafzaak, ondanks het feit dat het Openbaar Ministerie bij de verkrijging van deze data artikel 125la Sv niet in acht heeft genomen.",Ja,"De rechter acht de ennetcom data relevant en bruikbaar voor het bewijs, ondanks vormverzuimen bij de verkrijging ervan, omdat ze bijdragen aan de bewijsvoering van de tenlastegelegde feiten.","bruikbaarheid, vormverzuim, relevantie, bewijsvoering, privacyrechten",ja,nee,ja
1,sleutelfiguur_1,de rechtbank,"De rechtbank verwerpt het verweer van de verdediging dat het bewijsminimum niet is gehaald, omdat de inhoud van de chatgesprekken op zichzelf al voldoende bewijs vormt.",Ja,De rechtbank baseert haar oordeel op de inhoud van versleutelde chatgesprekken die gedetailleerde informatie bevatten over de drugshandelactiviteiten van de verdachte.,"versleutelde communicatie, voldoende bewijs, drugshandelactiviteiten, chatgesprekken, veroordeling",ja,ja,ja
1,sleutelfiguur_1,het hof,"Het hof heeft vervolgens besloten om toepassing te geven aan artikel 416, tweede lid, van het Wetboek van Strafvordering en de verdachte niet-ontvankelijk te verklaren in zijn hoger beroep.",Nee,Het hof baseerde zijn beslissing op het feit dat de verdachte geen bezwaren meer had tegen het vonnis en het Openbaar Ministerie geen zelfstandig belang had bij voortzetting van de zaak.,"niet-ontvankelijkheid, hoger beroep, ontbreken bezwaren, geen zelfstandig belang, artikel 416 lid 2",nvt,nvt,nvt
1,sleutelfiguur_1,de rechtbank,De rechtbank heeft vastgesteld dat de verdachte via encrochat en sky ecc berichten heeft uitgewisseld waaruit blijkt dat hij een wezenlijke rol heeft gehad bij het exploiteren van de hennepkwekerijen.,Ja,"De rechtbank baseert haar oordeel op de inhoud van berichten die via versleutelde communicatiekanalen zijn verzonden, wat cruciaal bewijs levert voor de betrokkenheid van de verdachte.","versleutelde communicatie, wezenlijke rol, hennepkwekerijen, bewijsvoering, betrokkenheid verdachte",ja,ja,ja
1,sleutelfiguur_1,de rechtbank,De rechtbank oordeelde dat het verdedigingsbelang gelegen was in het bestuderen van de data op ontlastende informatie.,Ja,De rechtbank erkende het belang van de verdediging om toegang te hebben tot de volledige datasets van versleutelde communicatie om ontlastende informatie te vinden.,"toegang tot datasets, ontlastende informatie, versleutelde communicatie, recht op verdediging, bewijsvergaring",nvt,ja,nvt
1,sleutelfiguur_1,het hof,"Het hof groepeert de verzoeken van de verdediging in twee categorieën: verzoeken die zien op de hack zelf, het Franse onderzoek tegen EncroChat en de wijze waarop Nederland de EncroChat data heeft verkregen, en verzoeken die zien op het onderzoek genaamd lemont.",Ja,"Het hof overweegt de rechtmatigheid van de verkrijging van EncroChat-gegevens en de rol van Nederland in het proces, wat direct verband houdt met de crypto-data.","rechtmatigheid, verkrijging EncroChat-gegevens, rol Nederland, voorlopige rechtsoordelen, regiefase",nvt,nvt,nvt
1,sleutelfiguur_1,de rechtbank,De rechtbank heeft besloten dat er geen grond is voor bewijsuitsluiting van de encrochat berichten en heeft het verzoek om aanhouding tot de Hoge Raad afgewezen.,Ja,"De rechtbank acht de gegevens uit encrochat en skyecc rechtmatig verkregen en als bewijs bruikbaar, gebaseerd op het vertrouwensbeginsel en internationale samenwerking.","rechtmatigheid, vertrouwensbeginsel, internationale samenwerking, bewijsuitsluiting afgewezen, gebruik van crypto-data",ja,ja,ja
1,sleutelfiguur_1,het hof,Het Hof heeft geoordeeld dat het horen van de voorgestelde getuigen niet noodzakelijk was voor het bewijs en heeft de PGP-berichten als betrouwbaar bewijsmiddel geaccepteerd.,Ja,"Het hof accepteerde PGP-berichten als betrouwbaar bewijsmiddel, wat aangeeft dat zij deze versleutelde communicatie als valide bewijs beschouwen.","acceptatie van PGP-berichten, betrouwbaarheid van crypto-data, afwijzing getuigenverzoek, bewijsbeoordeling, validatie van versleutelde communicatie",ja,nvt,nvt
1,sleutelfiguur_1,de rechtbank,"De rechtbank heeft geoordeeld dat de verwerking van de EncroChat-gegevens niet onrechtmatig is en dat er geen schending van artikel 6 EVRM heeft plaatsgevonden. De rechtbank heeft ook geen noodzaak gezien om prejudiciële vragen te stellen, mede gebaseerd op een recent arrest van de Hoge Raad.",Ja,"De rechtbank vindt dat de versleutelde communicatie rechtmatig is verkregen en bruikbaar is als bewijs, en dat er geen juridische belemmeringen zijn voor het gebruik ervan.","rechtmatigheid bevestigd, bruikbaarheid van bewijs, geen schending EVRM, prejudiciële vragen niet nodig, recent arrest Hoge Raad",ja,ja,ja
1,sleutelfiguur_1,de rechtbank,De rechtbank heeft echter geoordeeld dat voldoende bewijs is geleverd om de verdachte schuldig te verklaren aan feit 1 en feit 2.,Ja,De rechtbank acht de encrochat-gesprekken als voldoende bewijs voor de betrokkenheid van de verdachte bij het drugslab.,"encrochat-bewijs, schuldigverklaring, betrokkenheid verdachte, bewijsvoering, medeplichtigheid",ja,ja,ja
1,sleutelfiguur_1,rechter,In de context van de rechtszaak is duidelijk dat de rechter de belastende berichten die verstuurd en ontvangen zijn met de encrypted blackberry als redengevend heeft beschouwd voor de bewezenverklaring van de feiten.,Ja,De rechter acht de versleutelde communicatie via de encrypted blackberry cruciaal voor het bewijs tegen de verdachte.,"redengevend bewijs, versleutelde communicatie, encrypted blackberry, bewezenverklaring, belastende berichten",ja,nvt,ja
